username,date_time,map_num,r_time,points_to,help_rt,rec_path,rec_score
7,2/4/23 4:10,27,2.394,"(1, 3)",5,"[""up"", ""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",90
6,2/4/23 4:10,20,4.543,"(3, 2)",9,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
8,2/4/23 4:11,8,47.062,"(2, 3)",5,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
7,2/4/23 4:11,14,4.911,"(3, 2)",2,"[""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up"", ""left""]",90
7,2/4/23 4:11,1,6.606,"(2, 0)",5,"[""right"", ""up"", ""right"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:11,7,7.171,"(0, 4)",9,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
8,2/4/23 4:11,21,5.536,"(4, 4)",9,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
7,2/4/23 4:11,13,3.3,"(3, 3)",5,"[""up"", ""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",90
7,2/4/23 4:12,2,3.974,"(1, 1)",3,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
7,2/4/23 4:12,18,7.268,"(4, 2)",3,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:12,17,27.137,"(2, 3)",8,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",-6
7,2/4/23 4:12,22,7.605,"(2, 3)",4,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
8,2/4/23 4:13,3,8.253,"(1, 0)",9,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
7,2/4/23 4:13,17,5.512,"(3, 0)",5,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
7,2/4/23 4:13,15,6.137,"(2, 0)",5,"[""left"", ""up"", ""left"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:13,27,6.844,"(1, 3)",9,"[""left"", ""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",-10
7,2/4/23 4:13,4,3.179,"(0, 2)",3,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:13,5,5.339,"(2, 3)",9,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
8,2/4/23 4:14,6,5.817,"(1, 2)",9,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
8,2/4/23 4:14,2,18.502,"(0, 4)",9,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",94
8,2/4/23 4:15,13,8.531,"(3, 3)",9,"[""up"", ""right"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
8,2/4/23 4:15,24,5.148,"(2, 2)",9,"[""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
8,2/4/23 4:16,15,53.947,"(2, 0)",7,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",94
8,2/4/23 4:17,1,6.056,"(2, 0)",9,"[""right"", ""up"", ""right"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:17,20,13.871,"(3, 2)",9,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
8,2/4/23 4:18,23,14.704,"(3, 3)",9,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
8,2/4/23 4:18,28,11.872,"(1, 2)",9,"[""left"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right"", ""up""]",90
8,2/4/23 4:19,16,7.991,"(3, 1)",8,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
8,2/4/23 4:19,14,6.995,"(3, 2)",9,"[""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left"", ""up""]",90
8,2/4/23 4:20,12,8.16,"(2, 1)",9,"[""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left""]",92
8,2/4/23 4:20,26,3.857,"(2, 1)",9,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
8,2/4/23 4:20,18,4.021,"(4, 2)",9,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
8,2/4/23 4:21,4,3.671,"(0, 2)",9,"[""up"", ""right"", ""up"", ""right"", ""up"", ""up""]",94
8,2/4/23 4:21,10,4,"(2, 2)",9,"[""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
8,2/4/23 4:22,9,20.476,"(1, 3)",7,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
8,2/4/23 4:22,22,20.317,"(2, 3)",8,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
8,2/4/23 4:23,25,7.969,"(2, 3)",8,"[""left"", ""up"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right""]",92
9,2/4/23 5:08,14,20.698,"(3, 2)",4,"[""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up"", ""left""]",90
9,2/4/23 5:09,16,4.501,"(4, 4)",8,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
9,2/4/23 5:09,1,5.857,"(2, 0)",7,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
9,2/4/23 5:09,23,8.663,"(3, 3)",4,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
9,2/4/23 5:10,9,10.316,"(0, 4)",3,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
9,2/4/23 5:10,27,5.091,"(1, 3)",7,"[""left"", ""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",-10
9,2/4/23 5:11,28,6.033,"(1, 2)",4,"[""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""up"", ""right""]",90
9,2/4/23 5:11,25,20.657,"(2, 3)",4,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
9,2/4/23 5:12,2,4.005,"(0, 4)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
9,2/4/23 5:12,19,8.423,"(2, 3)",5,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
9,2/4/23 5:12,11,7.885,"(2, 3)",4,"[""up"", ""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left""]",92
9,2/4/23 5:13,17,9.982,"(2, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",94
9,2/4/23 5:13,3,3.808,"(2, 3)",6,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
9,2/4/23 5:13,7,3.537,"(0, 4)",8,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
9,2/4/23 5:14,5,6.578,"(2, 3)",7,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
9,2/4/23 5:14,10,3.961,"(2, 2)",7,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
9,2/4/23 5:15,21,6.496,"(4, 4)",7,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",94
9,2/4/23 5:15,12,12.117,"(2, 1)",5,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""left"", ""up""]",-8
9,2/4/23 5:15,6,4.084,"(1, 1)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
9,2/4/23 5:16,24,3.312,"(2, 2)",8,"[""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""up"", ""right""]",92
9,2/4/23 5:16,26,5.536,"(4, 2)",4,"[""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right""]",-8
9,2/4/23 5:17,15,13.779,"(2, 0)",6,"[""left"", ""up"", ""left"", ""up"", ""up"", ""up""]",94
9,2/4/23 5:17,22,7.6,"(4, 4)",6,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",-6
9,2/4/23 5:17,18,2.79,"(4, 2)",9,"[""up"", ""left"", ""up"", ""up"", ""left"", ""up""]",94
9,2/4/23 5:18,4,2.185,"(0, 2)",9,"[""up"", ""right"", ""up"", ""up"", ""right"", ""up""]",94
9,2/4/23 5:18,13,4.111,"(3, 3)",6,"[""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",-10
9,2/4/23 5:18,8,14.274,"(0, 4)",6,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",-6
9,2/4/23 5:19,20,2.018,"(3, 1)",9,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",-6
10,2/4/23 6:51,5,46.824,"(2, 1)",6,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
10,2/4/23 6:51,8,10.925,"(2, 3)",7,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
10,2/4/23 6:52,21,11.622,"(4, 4)",6,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
10,2/4/23 6:52,4,10.328,"(0, 2)",5,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
10,2/4/23 6:53,12,15.024,"(2, 1)",7,"[""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",92
10,2/4/23 6:53,28,13.718,"(1, 2)",3,"[""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right"", ""up""]",90
10,2/4/23 6:54,2,10.458,"(1, 1)",4,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
10,2/4/23 6:54,9,5.257,"(1, 3)",9,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
10,2/4/23 6:54,11,5.056,"(3, 0)",5,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",-8
10,2/4/23 6:55,24,7.789,"(0, 4)",5,"[""up"", ""left"", ""left"", ""up"", ""left"", ""up"", ""right"", ""up""]",-8
10,2/4/23 6:55,7,4.724,"(0, 4)",9,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",94
10,2/4/23 6:56,20,14.661,"(3, 2)",9,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
10,2/4/23 6:57,19,25.288,"(2, 1)",1,"[""left"", ""up"", ""up"", ""left"", ""up"", ""up""]",-6
10,2/4/23 6:58,14,58.153,"(2, 0)",1,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left""]",-8
10,2/4/23 6:58,17,4.924,"(2, 3)",7,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
10,2/4/23 6:58,27,4.324,"(1, 3)",9,"[""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
10,2/4/23 6:59,22,12.555,"(0, 1)",3,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
10,2/4/23 6:59,16,21.855,"(3, 1)",3,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
10,2/4/23 7:00,26,18.456,"(0, 3)",4,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
10,2/4/23 7:01,1,8.665,"(2, 0)",3,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
10,2/4/23 7:01,23,5.556,"(3, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
10,2/4/23 7:01,15,5.755,"(2, 0)",5,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",-6
10,2/4/23 7:02,10,8.423,"(2, 2)",3,"[""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",92
10,2/4/23 7:02,3,23.785,"(1, 0)",1,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",-6
10,2/4/23 7:03,6,4.122,"(1, 2)",9,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
10,2/4/23 7:03,18,7.056,"(4, 2)",5,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",94
10,2/4/23 7:04,25,5.189,"(2, 3)",4,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
10,2/4/23 7:04,13,12.187,"(3, 3)",1,"[""up"", ""right"", ""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
11,2/13/23 1:32,16,5.561,"(4, 4)",7,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
11,2/13/23 1:33,4,6.009,"(0, 2)",9,"[""right"", ""up"", ""right"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:33,9,16.888,"(1, 3)",7,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
11,2/13/23 1:33,5,4.7,"(2, 3)",8,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
11,2/13/23 1:34,25,4.15,"(1, 0)",9,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right"", ""up""]",-8
11,2/13/23 1:34,10,4.975,"(4, 4)",9,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left""]",-108
11,2/13/23 1:35,23,21.516,"(3, 3)",5,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
11,2/13/23 1:35,17,24.832,"(2, 3)",6,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",-6
11,2/13/23 1:36,7,6.948,"(0, 4)",9,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
11,2/13/23 1:36,18,2.009,"(4, 2)",9,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:36,20,5.016,"(3, 1)",7,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:37,19,6.489,"(2, 3)",7,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
11,2/13/23 1:37,6,2.477,"(1, 1)",9,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:37,11,16.372,"(3, 0)",3,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left""]",92
11,2/13/23 1:38,1,28.706,"(1, 2)",5,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
11,2/13/23 1:38,21,3.854,"(4, 4)",9,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
11,2/13/23 1:39,13,4.741,"(3, 3)",9,"[""up"", ""right"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
11,2/13/23 1:39,22,10.874,"(2, 3)",5,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
11,2/13/23 1:40,2,11.028,"(1, 1)",7,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:40,26,9.363,"(2, 1)",5,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
11,2/13/23 1:41,28,3.975,"(1, 2)",9,"[""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right"", ""up""]",90
11,2/13/23 1:41,24,9.621,"(2, 2)",9,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
11,2/13/23 1:42,27,4.245,"(1, 3)",9,"[""left"", ""left"", ""up"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right"", ""right""]",90
11,2/13/23 1:42,12,8.86,"(2, 1)",3,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",92
11,2/13/23 1:42,15,12.34,"(3, 2)",7,"[""left"", ""up"", ""left"", ""up"", ""up"", ""up""]",94
11,2/13/23 1:43,8,4.588,"(2, 3)",8,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
11,2/13/23 1:43,3,6.241,"(1, 0)",7,"[""up"", ""right"", ""up"", ""up"", ""right"", ""up""]",-6
11,2/13/23 1:43,14,3.473,"(3, 2)",8,"[""right"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",-10
12,2/13/23 21:37,25,11.622,"(1, 0)",6,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",-8
12,2/13/23 21:38,26,19.787,"(2, 1)",8,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
12,2/13/23 21:38,10,9.689,"(2, 2)",9,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",92
12,2/13/23 21:39,2,11.256,"(1, 1)",7,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
12,2/13/23 21:39,21,6.938,"(4, 4)",9,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
12,2/13/23 21:40,28,12.244,"(1, 2)",3,"[""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
12,2/13/23 21:40,12,20.744,"(2, 1)",4,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",92
12,2/13/23 21:41,18,3.126,"(4, 2)",9,"[""up"", ""left"", ""up"", ""left"", ""up"", ""up""]",94
12,2/13/23 21:41,5,11.408,"(2, 3)",9,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
12,2/13/23 21:41,11,12.678,"(2, 3)",3,"[""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
12,2/13/23 21:42,20,7.942,"(3, 2)",9,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",94
12,2/13/23 21:42,7,7.225,"(0, 4)",9,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",94
12,2/13/23 21:42,23,5.507,"(3, 3)",2,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
12,2/13/23 21:43,19,5.411,"(2, 3)",9,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
12,2/13/23 21:43,13,4.856,"(3, 3)",3,"[""right"", ""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",90
12,2/13/23 21:44,9,9.756,"(1, 3)",3,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
12,2/13/23 21:44,27,3.21,"(1, 3)",3,"[""up"", ""left"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",-10
12,2/13/23 21:44,22,11.258,"(2, 3)",6,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
12,2/13/23 21:44,1,9.974,"(1, 2)",6,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
12,2/13/23 21:45,3,4.858,"(1, 0)",3,"[""up"", ""right"", ""up"", ""up"", ""up"", ""right""]",94
12,2/13/23 21:45,17,1.955,"(3, 0)",3,"[""up"", ""left"", ""up"", ""left"", ""up"", ""up""]",-6
12,2/13/23 21:45,6,3.572,"(1, 1)",9,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
12,2/13/23 21:46,24,4.625,"(2, 2)",9,"[""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
12,2/13/23 21:46,15,4.16,"(3, 2)",6,"[""left"", ""up"", ""left"", ""up"", ""up"", ""up""]",94
12,2/13/23 21:46,14,4.656,"(3, 2)",5,"[""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",90
12,2/13/23 21:47,4,3.404,"(0, 2)",9,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
12,2/13/23 21:47,8,7.021,"(0, 4)",5,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",-6
12,2/13/23 21:48,16,4.245,"(3, 1)",8,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
13,2/13/23 22:34,20,6.034,"(3, 1)",8,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
13,2/13/23 22:34,15,2.21,"(2, 0)",7,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",-6
13,2/13/23 22:34,2,2.764,"(0, 4)",6,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",-6
13,2/13/23 22:36,17,7.874,"(3, 0)",7,"[""up"", ""left"", ""up"", ""up"", ""left"", ""up""]",-6
13,2/13/23 22:37,5,2.026,"(2, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
13,2/13/23 22:41,18,4.15,"(4, 2)",9,"[""left"", ""up"", ""left"", ""up"", ""up"", ""up""]",94
13,2/13/23 22:41,6,3.425,"(1, 1)",9,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
13,2/13/23 22:42,24,9.916,"(2, 2)",6,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right"", ""up""]",92
13,2/13/23 22:43,4,46.623,"(0, 2)",6,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
13,2/13/23 22:43,11,5.163,"(3, 0)",8,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""left"", ""up""]",-8
13,2/13/23 22:43,1,4.979,"(2, 0)",6,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",-6
13,2/13/23 22:44,21,4.713,"(4, 4)",7,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
13,2/13/23 22:44,8,12.191,"(2, 3)",6,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
13,2/13/23 22:45,19,8.751,"(2, 1)",5,"[""left"", ""up"", ""up"", ""left"", ""up"", ""up""]",-6
13,2/13/23 22:45,27,2.943,"(1, 3)",9,"[""left"", ""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
13,2/13/23 22:45,16,9.666,"(4, 4)",8,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
13,2/13/23 22:46,25,2.172,"(1, 0)",7,"[""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""right"", ""up""]",-8
13,2/13/23 22:47,26,3.149,"(2, 1)",5,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
13,2/13/23 22:47,14,7.414,"(3, 2)",5,"[""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left"", ""up""]",90
13,2/13/23 22:48,12,2.563,"(2, 1)",6,"[""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",92
13,2/13/23 22:48,9,3.508,"(0, 4)",6,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",-6
13,2/13/23 22:48,22,5.02,"(4, 4)",6,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",-6
13,2/13/23 22:49,3,4.077,"(1, 0)",8,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
13,2/13/23 22:49,13,3.647,"(3, 3)",7,"[""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",90
13,2/13/23 22:50,10,4.491,"(2, 2)",7,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",92
13,2/13/23 22:50,23,9.86,"(3, 3)",8,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
13,2/13/23 22:50,28,3.545,"(1, 2)",6,"[""left"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right"", ""up""]",-10
13,2/13/23 22:51,7,1.765,"(0, 4)",6,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
14,2/14/23 3:02,27,8.435,"(1, 3)",7,"[""left"", ""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",-10
14,2/14/23 3:02,11,12.692,"(2, 3)",8,"[""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left""]",92
14,2/14/23 3:03,3,20.434,"(1, 0)",9,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",-6
14,2/14/23 3:03,10,8.658,"(2, 2)",8,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
14,2/14/23 3:04,26,13.687,"(2, 1)",9,"[""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""up"", ""right""]",92
14,2/14/23 3:04,16,7.589,"(3, 1)",9,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
14,2/14/23 3:05,24,4.382,"(2, 2)",9,"[""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""up""]",92
14,2/14/23 3:05,28,24.385,"(1, 2)",9,"[""left"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right"", ""up""]",-10
