username,date_time,map_num,r_time,points_to,help_rt,rec_path,rec_score
14,2/14/23 3:06,6,6.11,"(1, 2)",9,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
14,2/14/23 3:06,4,6.812,"(0, 2)",9,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
14,2/14/23 3:07,25,8.403,"(1, 0)",5,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right"", ""up""]",-8
14,2/14/23 3:07,17,10.983,"(2, 3)",8,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
14,2/14/23 3:08,14,8.605,"(3, 2)",6,"[""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",90
14,2/14/23 3:08,13,4.046,"(3, 3)",8,"[""up"", ""right"", ""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
14,2/14/23 3:08,7,8.524,"(0, 4)",9,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",94
14,2/14/23 3:09,8,25.511,"(2, 3)",5,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
14,2/14/23 3:09,22,12.233,"(2, 3)",5,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
14,2/14/23 3:10,21,11.358,"(4, 4)",8,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
14,2/14/23 3:10,5,10.859,"(2, 3)",7,"[""up"", ""right"", ""up"", ""up"", ""up"", ""right""]",94
14,2/14/23 3:11,12,30.287,"(0, 2)",5,"[""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""left"", ""up""]",92
14,2/14/23 3:11,18,4.686,"(4, 2)",9,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
14,2/14/23 3:12,2,12.565,"(1, 1)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
14,2/14/23 3:12,15,10.911,"(2, 0)",9,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",-6
14,2/14/23 3:13,23,7.001,"(3, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
14,2/14/23 3:13,9,9.085,"(1, 3)",3,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
14,2/14/23 3:14,19,17.626,"(2, 3)",9,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",94
14,2/14/23 3:14,20,12.082,"(3, 2)",9,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
14,2/14/23 3:15,1,13.567,"(2, 0)",5,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
15,2/14/23 4:52,18,20.365,"(3, 0)",8,"[""right"", ""right"", ""up"", ""up"", ""right"", ""up"", ""up"", ""left""]",92
15,2/14/23 4:52,4,4.7,"(0, 2)",9,"[""right"", ""up"", ""right"", ""up"", ""up"", ""up""]",94
15,2/14/23 4:53,20,7.633,"(3, 1)",8,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
15,2/14/23 4:53,23,20.947,"(4, 4)",7,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",-6
15,2/14/23 4:53,13,5.185,"(3, 3)",8,"[""up"", ""right"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
15,2/14/23 4:54,9,5.183,"(1, 3)",7,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
15,2/14/23 4:54,1,6.637,"(2, 0)",7,"[""up"", ""right"", ""up"", ""up"", ""right"", ""up""]",-6
15,2/14/23 4:54,22,6.741,"(2, 3)",8,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
15,2/14/23 4:55,17,5.957,"(3, 0)",9,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
15,2/14/23 4:55,2,7.606,"(1, 1)",7,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
15,2/14/23 4:56,26,8.848,"(4, 2)",8,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
15,2/14/23 4:56,7,6.749,"(0, 4)",9,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
15,2/14/23 4:56,8,4.891,"(0, 4)",8,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",-6
15,2/14/23 4:56,25,5.398,"(1, 0)",8,"[""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""right"", ""up""]",-8
15,2/14/23 4:57,21,5.263,"(4, 4)",9,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
15,2/14/23 4:57,19,6.318,"(2, 3)",8,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
15,2/14/23 4:58,12,12.786,"(0, 2)",8,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",-8
15,2/14/23 4:58,3,9.144,"(1, 0)",8,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
15,2/14/23 4:58,16,10.216,"(3, 1)",8,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
15,2/14/23 4:59,14,11.737,"(3, 2)",9,"[""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up"", ""left""]",90
15,2/14/23 4:59,27,4.965,"(1, 3)",9,"[""up"", ""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",90
15,2/14/23 5:00,18,5.181,"(4, 2)",9,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
15,2/14/23 5:00,10,9.567,"(2, 2)",8,"[""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
15,2/14/23 5:00,5,10.174,"(2, 3)",8,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
15,2/14/23 5:01,24,4.255,"(2, 2)",9,"[""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""up""]",92
15,2/14/23 5:01,6,9.862,"(1, 2)",9,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
15,2/14/23 5:02,28,11.406,"(1, 2)",8,"[""left"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""up"", ""right""]",-10
15,2/14/23 5:02,15,6.544,"(2, 0)",7,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",-6
16,2/14/23 5:37,18,3.72,"(4, 2)",8,"[""up"", ""left"", ""left"", ""up"", ""up"", ""up""]",94
16,2/14/23 5:38,27,3.728,"(1, 3)",6,"[""up"", ""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",90
16,2/14/23 5:38,8,6.826,"(0, 4)",6,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",-6
16,2/14/23 5:38,21,2.78,"(4, 4)",8,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
16,2/14/23 5:39,3,3.458,"(1, 0)",7,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",-6
16,2/14/23 5:39,20,1.978,"(3, 1)",8,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
16,2/14/23 5:40,17,14.694,"(3, 0)",7,"[""up"", ""left"", ""left"", ""up"", ""up"", ""up""]",-6
16,2/14/23 5:40,10,2.823,"(2, 2)",8,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
16,2/14/23 5:40,16,5.996,"(4, 4)",6,"[""left"", ""up"", ""up"", ""up"", ""left"", ""up""]",-6
16,2/14/23 5:40,24,2.23,"(2, 2)",7,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
16,2/14/23 5:41,2,6.16,"(0, 4)",6,"[""right"", ""up"", ""up"", ""up"", ""right"", ""up""]",-6
16,2/14/23 5:41,6,2.408,"(1, 2)",8,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
16,2/14/23 5:41,11,1.989,"(3, 0)",6,"[""right"", ""up"", ""right"", ""up"", ""right"", ""up"", ""left"", ""up""]",-8
16,2/14/23 5:41,12,5.614,"(2, 1)",7,"[""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""up"", ""left""]",92
16,2/14/23 5:42,26,2.358,"(2, 1)",7,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
16,2/14/23 5:43,9,36.46,"(1, 3)",5,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
16,2/14/23 5:43,28,23.238,"(1, 2)",5,"[""up"", ""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
16,2/14/23 5:44,23,32.63,"(3, 3)",6,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
16,2/14/23 5:44,14,7.373,"(3, 2)",5,"[""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",90
16,2/14/23 5:45,19,5.972,"(2, 3)",7,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",94
16,2/14/23 5:45,25,1.805,"(1, 0)",7,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
16,2/14/23 5:45,4,2.985,"(0, 2)",9,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",94
16,2/14/23 5:46,7,3.466,"(0, 4)",8,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",94
16,2/14/23 5:46,13,4.383,"(3, 3)",8,"[""up"", ""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",90
16,2/14/23 5:46,5,3.663,"(2, 3)",8,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
16,2/14/23 5:47,15,24.624,"(3, 2)",7,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",-6
16,2/14/23 5:48,1,23.643,"(1, 2)",6,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
16,2/14/23 5:48,22,24.745,"(2, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
17,2/1/23 6:11,20,5.223,"(3, 1)",7,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
17,2/1/23 6:12,25,5.28,"(1, 0)",6,"[""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
17,2/1/23 6:12,1,3.461,"(2, 0)",7,"[""up"", ""right"", ""up"", ""up"", ""right"", ""up""]",-6
17,2/1/23 6:12,19,6.958,"(2, 1)",7,"[""up"", ""left"", ""up"", ""up"", ""left"", ""up""]",-6
17,2/1/23 6:13,13,4.062,"(1, 1)",6,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left""]",-8
17,2/1/23 6:13,7,13.506,"(0, 4)",6,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
17,2/1/23 6:13,15,2.281,"(2, 0)",7,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
17,2/1/23 6:14,3,4.976,"(1, 0)",7,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",-6
17,2/1/23 6:14,12,8.341,"(4, 3)",7,"[""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""up"", ""left""]",-8
17,2/1/23 6:14,27,5.645,"(3, 1)",6,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""up"", ""right""]",-8
17,2/1/23 6:15,22,13.447,"(4, 4)",6,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
17,2/1/23 6:15,24,6.716,"(2, 2)",7,"[""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""up""]",92
17,2/1/23 6:15,6,3.067,"(1, 1)",7,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
17,2/1/23 6:15,23,4.085,"(3, 3)",7,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
17,2/1/23 6:16,21,5.388,"(4, 4)",7,"[""up"", ""up"", ""up"", ""left"", ""left"", ""up""]",94
17,2/1/23 6:16,2,2.086,"(1, 1)",6,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",94
17,2/1/23 6:16,5,7.87,"(2, 1)",7,"[""right"", ""up"", ""up"", ""up"", ""right"", ""up""]",-6
17,2/1/23 6:17,28,14.257,"(1, 2)",5,"[""left"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
17,2/1/23 6:17,18,2.634,"(4, 2)",7,"[""up"", ""left"", ""left"", ""up"", ""up"", ""up""]",94
17,2/1/23 6:17,11,1.787,"(3, 0)",6,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left""]",92
17,2/1/23 6:17,9,4.532,"(1, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
17,2/1/23 6:18,4,1.986,"(0, 2)",7,"[""right"", ""up"", ""right"", ""up"", ""up"", ""up""]",94
17,2/1/23 6:18,14,1.839,"(2, 0)",6,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left""]",-8
17,2/1/23 6:18,17,1.463,"(3, 0)",8,"[""up"", ""left"", ""left"", ""up"", ""up"", ""up""]",-6
17,2/1/23 6:18,26,9.413,"(4, 2)",7,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",92
17,2/1/23 6:19,16,1.384,"(3, 1)",7,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
17,2/1/23 6:19,8,2.393,"(0, 4)",7,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",-6
17,2/1/23 6:19,10,7.219,"(2, 2)",7,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",92
18,7/11/24 16:24,28,19.037,"(2, 0)",5,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",-8
18,7/11/24 16:24,12,11.002,"(4, 3)",4,"[""right"", ""up"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left""]",92
18,7/11/24 16:25,8,4.236,"(2, 3)",6,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
18,7/11/24 16:25,21,11.089,"(3, 1)",6,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
18,7/11/24 16:26,15,14.133,"(2, 0)",5,"[""left"", ""up"", ""up"", ""left"", ""up"", ""up""]",-6
18,7/11/24 16:26,3,6.413,"(1, 0)",5,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",-6
18,7/11/24 16:27,23,4.27,"(3, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
18,7/11/24 16:27,6,3.564,"(1, 2)",6,"[""up"", ""up"", ""up"", ""right"", ""right"", ""up""]",94
18,7/11/24 16:27,14,7.469,"(3, 2)",5,"[""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""left""]",90
18,7/11/24 16:28,1,13.029,"(1, 2)",5,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
18,7/11/24 16:29,7,29.133,"(0, 4)",4,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
18,7/11/24 16:29,19,4.629,"(2, 3)",6,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
18,7/11/24 16:29,11,10.039,"(2, 3)",6,"[""right"", ""up"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left""]",92
18,7/11/24 16:30,25,3.894,"(2, 3)",6,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
18,7/11/24 16:31,27,23.846,"(3, 1)",5,"[""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right""]",-8
18,7/11/24 16:31,5,22.424,"(2, 1)",5,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",-6
18,7/11/24 16:32,2,2.501,"(1, 1)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
18,7/11/24 16:32,26,23.033,"(2, 1)",4,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
18,7/11/24 16:33,20,2.286,"(3, 2)",6,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",94
18,7/11/24 16:33,18,3.51,"(4, 3)",6,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
18,7/11/24 16:33,24,4.171,"(2, 2)",6,"[""left"", ""left"", ""up"", ""left"", ""up"", ""up"", ""right"", ""up""]",92
18,7/11/24 16:34,4,2.853,"(0, 3)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
18,7/11/24 16:34,13,6.617,"(3, 3)",4,"[""up"", ""up"", ""right"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",90
18,7/11/24 16:34,16,3.207,"(3, 1)",5,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",94
18,7/11/24 16:35,10,3.118,"(2, 2)",5,"[""right"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left"", ""up""]",92
18,7/11/24 16:35,17,16.062,"(2, 3)",4,"[""up"", ""up"", ""left"", ""up"", ""up"", ""left""]",94
18,7/11/24 16:35,9,3.997,"(1, 3)",6,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
18,7/11/24 16:36,22,16.606,"(0, 1)",5,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",-6
19,7/15/24 18:18,23,7.981,"(3, 3)",8,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
19,7/15/24 18:19,2,5.402,"(0, 4)",7,"[""up"", ""up"", ""right"", ""up"", ""right"", ""up""]",94
19,7/15/24 18:19,21,9.233,"(4, 4)",7,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
19,7/15/24 18:19,1,7.286,"(1, 2)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",-6
19,7/15/24 18:20,10,6.793,"(0, 2)",7,"[""up"", ""right"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left""]",-8
19,7/15/24 18:20,14,7.943,"(2, 0)",5,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""left"", ""up""]",-8
19,7/15/24 18:20,8,4.741,"(2, 3)",6,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
19,7/15/24 18:21,9,5.152,"(1, 3)",5,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
19,7/15/24 18:21,6,6.814,"(1, 2)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
19,7/15/24 18:22,17,8.358,"(2, 3)",6,"[""up"", ""left"", ""up"", ""up"", ""up"", ""left""]",94
19,7/15/24 18:22,22,9.439,"(2, 3)",6,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",-6
19,7/15/24 18:22,27,5.639,"(1, 3)",5,"[""left"", ""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""right""]",90
19,7/15/24 18:23,11,4.662,"(3, 0)",6,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",-8
19,7/15/24 18:23,28,12.113,"(2, 0)",6,"[""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""up""]",-8
19,7/15/24 18:24,26,7.727,"(2, 1)",5,"[""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""right"", ""up""]",-8
19,7/15/24 18:24,18,6.444,"(4, 2)",5,"[""up"", ""left"", ""left"", ""up"", ""up"", ""up""]",94
19,7/15/24 18:24,12,11.976,"(4, 3)",6,"[""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",-8
19,7/15/24 18:25,3,6.097,"(1, 0)",4,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",-6
19,7/15/24 18:25,13,3.993,"(3, 3)",5,"[""right"", ""up"", ""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
19,7/15/24 18:25,20,7.462,"(3, 2)",5,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
19,7/15/24 18:26,25,4.877,"(1, 0)",5,"[""up"", ""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
19,7/15/24 18:26,16,11.971,"(4, 4)",5,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
19,7/15/24 18:27,7,8.196,"(0, 4)",5,"[""up"", ""up"", ""up"", ""right"", ""up"", ""right""]",94
19,7/15/24 18:27,5,6.724,"(2, 3)",5,"[""up"", ""right"", ""up"", ""up"", ""up"", ""right""]",94
19,7/15/24 18:28,19,7.792,"(2, 3)",5,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",94
19,7/15/24 18:28,4,5.163,"(0, 2)",5,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
19,7/15/24 18:28,15,8.591,"(3, 2)",4,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",-6
19,7/15/24 18:29,24,5.286,"(2, 2)",6,"[""left"", ""up"", ""left"", ""left"", ""up"", ""up"", ""right"", ""up""]",92
20,7/16/24 18:16,23,13.297,"(3, 3)",5,"[""up"", ""up"", ""left"", ""left"", ""up"", ""up""]",94
20,7/16/24 18:16,28,4.207,"(2, 0)",6,"[""left"", ""up"", ""up"", ""left"", ""left"", ""up"", ""right"", ""up""]",-8
20,7/16/24 18:17,7,2.739,"(0, 4)",5,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
20,7/16/24 18:17,10,8.794,"(2, 2)",4,"[""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""up"", ""left""]",92
20,7/16/24 18:18,24,2.844,"(2, 2)",7,"[""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right""]",92
20,7/16/24 18:18,5,5.83,"(2, 1)",4,"[""right"", ""up"", ""up"", ""up"", ""right"", ""up""]",-6
20,7/16/24 18:18,6,5.326,"(1, 2)",6,"[""right"", ""right"", ""up"", ""up"", ""up"", ""up""]",94
20,7/16/24 18:19,13,5.309,"(3, 3)",4,"[""up"", ""right"", ""up"", ""right"", ""right"", ""right"", ""up"", ""up"", ""left"", ""left""]",-10
20,7/16/24 18:19,8,7.947,"(2, 3)",5,"[""up"", ""up"", ""right"", ""up"", ""up"", ""right""]",94
20,7/16/24 18:19,21,6.702,"(4, 4)",7,"[""up"", ""up"", ""left"", ""up"", ""left"", ""up""]",94
20,7/16/24 18:20,1,6.874,"(1, 2)",7,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",94
20,7/16/24 18:20,17,6.596,"(2, 3)",8,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",-6
20,7/16/24 18:20,9,4.93,"(1, 3)",8,"[""up"", ""up"", ""right"", ""right"", ""up"", ""up""]",94
20,7/16/24 18:21,15,4.45,"(3, 2)",5,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
20,7/16/24 18:21,16,2.292,"(3, 1)",7,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
20,7/16/24 18:21,20,1.881,"(3, 2)",5,"[""up"", ""up"", ""up"", ""up"", ""left"", ""left""]",94
20,7/16/24 18:22,14,16.887,"(2, 0)",2,"[""right"", ""up"", ""right"", ""right"", ""up"", ""up"", ""left"", ""up""]",-8
20,7/16/24 18:22,3,5.845,"(2, 3)",2,"[""right"", ""up"", ""up"", ""up"", ""up"", ""right""]",-6
20,7/16/24 18:23,19,4.601,"(2, 3)",3,"[""left"", ""up"", ""up"", ""up"", ""up"", ""left""]",94
20,7/16/24 18:23,22,2.006,"(4, 4)",4,"[""up"", ""up"", ""up"", ""left"", ""up"", ""left""]",94
20,7/16/24 18:23,12,4.354,"(2, 1)",3,"[""up"", ""up"", ""right"", ""right"", ""right"", ""up"", ""left"", ""up""]",-8
20,7/16/24 18:24,18,3.923,"(4, 2)",6,"[""left"", ""left"", ""up"", ""up"", ""up"", ""up""]",94
20,7/16/24 18:24,2,4.43,"(1, 1)",3,"[""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",-6
20,7/16/24 18:24,27,3.478,"(1, 3)",3,"[""left"", ""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""up"", ""right"", ""right""]",90
20,7/16/24 18:24,4,3.028,"(0, 2)",5,"[""up"", ""right"", ""right"", ""up"", ""up"", ""up""]",94
20,7/16/24 18:25,11,4.131,"(2, 3)",5,"[""right"", ""up"", ""right"", ""up"", ""right"", ""up"", ""up"", ""left""]",92
20,7/16/24 18:25,25,2.266,"(2, 3)",4,"[""up"", ""up"", ""left"", ""left"", ""left"", ""up"", ""up"", ""right""]",92
20,7/16/24 18:25,26,5.013,"(2, 1)",3,"[""left"", ""left"", ""left"", ""up"", ""up"", ""up"", ""right"", ""up""]",92